name,category,access_use,resource_type,community,address,lat,lon,source_url
Corbin Senior Activity Center,Cooling Centers and Spaces,1,Senior Center,Spokane,"827 W Cleveland Ave, Spokane, WA 99205",47.68368581014009,-117.424814644111,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
River Park Square Shopping Mall,Cooling Centers and Spaces,1,Shopping Mall,Spokane,"808 W Main Ave, Spokane, WA 99201",47.65934369022029,-117.42357806193502,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
Northtown Shopping Mall,Cooling Centers and Spaces,1,Shopping Mall,Spokane,"4750 N Division St, Spokane, WA 99207",47.70265404129756,-117.40884161848885,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
Spokane Public Library Hillyard,Cooling Centers and Spaces,1,Public Library,Spokane,"4110 N Cook St, Spokane, WA 99207",47.6946696350237,-117.37404160090199,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
Spokane Public Library Shadle,Cooling Centers and Spaces,1,Public Library,Spokane,"2111 W Wellesley Ave, Spokane, WA 99205",47.700479477291104,-117.44206633248831,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
Spokane Public Library Indian Trail,Cooling Centers and Spaces,1,Public Library,Spokane,"4909 W. Barnes Rd. Spokane, WA 99208",47.740427878391394,-117.48264432778402,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
Spokane Public Library Central,Cooling Centers and Spaces,1,Public Library,Spokane,"906 W Main Ave, Spokane, WA 99201",47.659266781728505,-117.425388050107,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
Spokane Public Library Liberty Park,Cooling Centers and Spaces,1,Public Library,Spokane,"402 S. Pittsburg St. Spokane, WA 99202",47.65236477868879,-117.385073358947,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
Spokane Public Library The Hive,Cooling Centers and Spaces,1,Public Library,Spokane,"2904 E Sprague Ave, Spokane, WA 99202",47.6570959982646,-117.36774251074101,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
Spokane Public Library South Hill,Cooling Centers and Spaces,1,Public Library,Spokane,"3324 S Perry St, Spokane, WA 99203",47.62433368094229,-117.390661489975,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
Carl Maxey Center,Cooling Centers and Spaces,1,Community Center,Spokane,"3114 E 5th Ave, Spokane, WA 99202",47.651614256545095,-117.36494949907,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/0
